vid,split,category,filename,video_path,audio_path,inter_frame_path
Z9j839KGAY8,train,people booing,Z9j839KGAY8_000043,video/Z9j839KGAY8_43000_53000.mp4,audio_wav/Z9j839KGAY8_000043.wav,inter_frame/Z9j839KGAY8_000043.png
M4QSS84Nzug,train,people whispering,M4QSS84Nzug_000160,video/M4QSS84Nzug_160000_170000.mp4,audio_wav/M4QSS84Nzug_000160.wav,inter_frame/M4QSS84Nzug_000160.png
sxbi6seSir4,train,ripping paper,sxbi6seSir4_000128,video/sxbi6seSir4_128000_138000.mp4,audio_wav/sxbi6seSir4_000128.wav,inter_frame/sxbi6seSir4_000128.png
979xqK_fKew,train,playing djembe,979xqK_fKew_000077,video/979xqK_fKew_77000_87000.mp4,audio_wav/979xqK_fKew_000077.wav,inter_frame/979xqK_fKew_000077.png
aZPw6Oep9Ws,train,playing bugle,aZPw6Oep9Ws_000138,video/aZPw6Oep9Ws_138000_148000.mp4,audio_wav/aZPw6Oep9Ws_000138.wav,inter_frame/aZPw6Oep9Ws_000138.png
165AVh_q4iw,train,toilet flushing,165AVh_q4iw_000080,video/165AVh_q4iw_80000_90000.mp4,audio_wav/165AVh_q4iw_000080.wav,inter_frame/165AVh_q4iw_000080.png
bxpLddT67TI,train,lighting firecrackers,bxpLddT67TI_000115,video/bxpLddT67TI_115000_125000.mp4,audio_wav/bxpLddT67TI_000115.wav,inter_frame/bxpLddT67TI_000115.png
vDneIId_UJM,train,wind rustling leaves,vDneIId_UJM_000192,video/vDneIId_UJM_192000_202000.mp4,audio_wav/vDneIId_UJM_000192.wav,inter_frame/vDneIId_UJM_000192.png
NAk-PU3X_DQ,train,mynah bird singing,NAk-PU3X_DQ_000026,video/NAk-PU3X_DQ_26000_36000.mp4,audio_wav/NAk-PU3X_DQ_000026.wav,inter_frame/NAk-PU3X_DQ_000026.png
0FI78Sv_BL4,train,"female speech, woman speaking",0FI78Sv_BL4_000030,video/0FI78Sv_BL4_30000_40000.mp4,audio_wav/0FI78Sv_BL4_000030.wav,inter_frame/0FI78Sv_BL4_000030.png
XtXhzKgV_mI,train,ambulance siren,XtXhzKgV_mI_000060,video/XtXhzKgV_mI_60000_70000.mp4,audio_wav/XtXhzKgV_mI_000060.wav,inter_frame/XtXhzKgV_mI_000060.png
0SuTzbPSwfU,train,"donkey, ass braying",0SuTzbPSwfU_000024,video/0SuTzbPSwfU_24000_34000.mp4,audio_wav/0SuTzbPSwfU_000024.wav,inter_frame/0SuTzbPSwfU_000024.png
x1kGu3pmPug,train,tractor digging,x1kGu3pmPug_000022,video/x1kGu3pmPug_22000_32000.mp4,audio_wav/x1kGu3pmPug_000022.wav,inter_frame/x1kGu3pmPug_000022.png
tsX08folMhY,train,penguins braying,tsX08folMhY_000017,video/tsX08folMhY_17000_27000.mp4,audio_wav/tsX08folMhY_000017.wav,inter_frame/tsX08folMhY_000017.png
15pLbZqeC9s,train,running electric fan,15pLbZqeC9s_000149,video/15pLbZqeC9s_149000_159000.mp4,audio_wav/15pLbZqeC9s_000149.wav,inter_frame/15pLbZqeC9s_000149.png
HpLJ5utM9wo,train,alarm clock ringing,HpLJ5utM9wo_000000,video/HpLJ5utM9wo_0_10000.mp4,audio_wav/HpLJ5utM9wo_000000.wav,inter_frame/HpLJ5utM9wo_000000.png
3oRgfwIXPEE,train,playing glockenspiel,3oRgfwIXPEE_000039,video/3oRgfwIXPEE_39000_49000.mp4,audio_wav/3oRgfwIXPEE_000039.wav,inter_frame/3oRgfwIXPEE_000039.png
2Eu-5zFuvb0,train,cat meowing,2Eu-5zFuvb0_000012,video/2Eu-5zFuvb0_12000_22000.mp4,audio_wav/2Eu-5zFuvb0_000012.wav,inter_frame/2Eu-5zFuvb0_000012.png
rMxzdsJScjQ,train,wood thrush calling,rMxzdsJScjQ_000356,video/rMxzdsJScjQ_356000_366000.mp4,audio_wav/rMxzdsJScjQ_000356.wav,inter_frame/rMxzdsJScjQ_000356.png
-HJQVouJd2w,train,"pigeon, dove cooing",-HJQVouJd2w_000026,video/-HJQVouJd2w_26000_36000.mp4,audio_wav/-HJQVouJd2w_000026.wav,inter_frame/-HJQVouJd2w_000026.png
3YjiDiMIzjU,train,playing acoustic guitar,3YjiDiMIzjU_000030,video/3YjiDiMIzjU_30000_40000.mp4,audio_wav/3YjiDiMIzjU_000030.wav,inter_frame/3YjiDiMIzjU_000030.png
JfMveUPDgEU,train,playing hammond organ,JfMveUPDgEU_000122,video/JfMveUPDgEU_122000_132000.mp4,audio_wav/JfMveUPDgEU_000122.wav,inter_frame/JfMveUPDgEU_000122.png
85MzTSifGQc,train,opening or closing car doors,85MzTSifGQc_000015,video/85MzTSifGQc_15000_25000.mp4,audio_wav/85MzTSifGQc_000015.wav,inter_frame/85MzTSifGQc_000015.png
wKVgB2sMBqs,train,singing choir,wKVgB2sMBqs_000030,video/wKVgB2sMBqs_30000_40000.mp4,audio_wav/wKVgB2sMBqs_000030.wav,inter_frame/wKVgB2sMBqs_000030.png
GoBlkaGJk4s,train,bird squawking,GoBlkaGJk4s_000028,video/GoBlkaGJk4s_28000_38000.mp4,audio_wav/GoBlkaGJk4s_000028.wav,inter_frame/GoBlkaGJk4s_000028.png
qp2ubjFtC6E,train,fireworks banging,qp2ubjFtC6E_000180,video/qp2ubjFtC6E_180000_190000.mp4,audio_wav/qp2ubjFtC6E_000180.wav,inter_frame/qp2ubjFtC6E_000180.png
ACMTp86Y-5g,train,police car (siren),ACMTp86Y-5g_000020,video/ACMTp86Y-5g_20000_30000.mp4,audio_wav/ACMTp86Y-5g_000020.wav,inter_frame/ACMTp86Y-5g_000020.png
WyoMPppr_ok,train,playing glockenspiel,WyoMPppr_ok_000024,video/WyoMPppr_ok_24000_34000.mp4,audio_wav/WyoMPppr_ok_000024.wav,inter_frame/WyoMPppr_ok_000024.png
4yUF3nAeZHs,train,ocean burbling,4yUF3nAeZHs_000030,video/4yUF3nAeZHs_30000_40000.mp4,audio_wav/4yUF3nAeZHs_000030.wav,inter_frame/4yUF3nAeZHs_000030.png
5Aw-Nr8DXvQ,train,playing cornet,5Aw-Nr8DXvQ_000018,video/5Aw-Nr8DXvQ_18000_28000.mp4,audio_wav/5Aw-Nr8DXvQ_000018.wav,inter_frame/5Aw-Nr8DXvQ_000018.png
ov_oDZ5TE5k,train,fire truck siren,ov_oDZ5TE5k_000027,video/ov_oDZ5TE5k_27000_37000.mp4,audio_wav/ov_oDZ5TE5k_000027.wav,inter_frame/ov_oDZ5TE5k_000027.png
JsG-pESQ5ZY,train,horse clip-clop,JsG-pESQ5ZY_000030,video/JsG-pESQ5ZY_30000_40000.mp4,audio_wav/JsG-pESQ5ZY_000030.wav,inter_frame/JsG-pESQ5ZY_000030.png
29y1jdo96jw,train,chainsawing trees,29y1jdo96jw_000000,video/29y1jdo96jw_0_10000.mp4,audio_wav/29y1jdo96jw_000000.wav,inter_frame/29y1jdo96jw_000000.png
kC-shuayhA4,train,yodelling,kC-shuayhA4_000124,video/kC-shuayhA4_124000_134000.mp4,audio_wav/kC-shuayhA4_000124.wav,inter_frame/kC-shuayhA4_000124.png
4GRwOM5VUYk,train,mynah bird singing,4GRwOM5VUYk_000184,video/4GRwOM5VUYk_184000_194000.mp4,audio_wav/4GRwOM5VUYk_000184.wav,inter_frame/4GRwOM5VUYk_000184.png
ROaYj8o3Tic,train,dog barking,ROaYj8o3Tic_000000,video/ROaYj8o3Tic_0_10000.mp4,audio_wav/ROaYj8o3Tic_000000.wav,inter_frame/ROaYj8o3Tic_000000.png
95AhrWO8n6U,train,skiing,95AhrWO8n6U_000080,video/95AhrWO8n6U_80000_90000.mp4,audio_wav/95AhrWO8n6U_000080.wav,inter_frame/95AhrWO8n6U_000080.png
Yy-jypGx1zE,train,playing electric guitar,Yy-jypGx1zE_000030,video/Yy-jypGx1zE_30000_40000.mp4,audio_wav/Yy-jypGx1zE_000030.wav,inter_frame/Yy-jypGx1zE_000030.png
1ZCXAMdjZ7Q,train,reversing beeps,1ZCXAMdjZ7Q_000044,video/1ZCXAMdjZ7Q_44000_54000.mp4,audio_wav/1ZCXAMdjZ7Q_000044.wav,inter_frame/1ZCXAMdjZ7Q_000044.png
2h5puR8Z_5k,train,playing sitar,2h5puR8Z_5k_000058,video/2h5puR8Z_5k_58000_68000.mp4,audio_wav/2h5puR8Z_5k_000058.wav,inter_frame/2h5puR8Z_5k_000058.png
ZATyLCmi-Js,train,lighting firecrackers,ZATyLCmi-Js_000177,video/ZATyLCmi-Js_177000_187000.mp4,audio_wav/ZATyLCmi-Js_000177.wav,inter_frame/ZATyLCmi-Js_000177.png
_BOOYXjUiCY,train,printer printing,_BOOYXjUiCY_000080,video/_BOOYXjUiCY_80000_90000.mp4,audio_wav/_BOOYXjUiCY_000080.wav,inter_frame/_BOOYXjUiCY_000080.png
j3WVY6UeOOE,train,basketball bounce,j3WVY6UeOOE_000060,video/j3WVY6UeOOE_60000_70000.mp4,audio_wav/j3WVY6UeOOE_000060.wav,inter_frame/j3WVY6UeOOE_000060.png
CKVfTH9kaw0,train,airplane flyby,CKVfTH9kaw0_000765,video/CKVfTH9kaw0_765000_775000.mp4,audio_wav/CKVfTH9kaw0_000765.wav,inter_frame/CKVfTH9kaw0_000765.png
v7e5yEeUDuc,train,arc welding,v7e5yEeUDuc_000087,video/v7e5yEeUDuc_87000_97000.mp4,audio_wav/v7e5yEeUDuc_000087.wav,inter_frame/v7e5yEeUDuc_000087.png
OJSdfjGL4SQ,train,playing zither,OJSdfjGL4SQ_000017,video/OJSdfjGL4SQ_17000_27000.mp4,audio_wav/OJSdfjGL4SQ_000017.wav,inter_frame/OJSdfjGL4SQ_000017.png
m2ObpqNS1dQ,train,"cattle, bovinae cowbell",m2ObpqNS1dQ_000009,video/m2ObpqNS1dQ_9000_19000.mp4,audio_wav/m2ObpqNS1dQ_000009.wav,inter_frame/m2ObpqNS1dQ_000009.png
_AAVhCuTUfU,train,"playing steel guitar, slide guitar",_AAVhCuTUfU_000034,video/_AAVhCuTUfU_34000_44000.mp4,audio_wav/_AAVhCuTUfU_000034.wav,inter_frame/_AAVhCuTUfU_000034.png
TDmPW8do0us,train,playing cello,TDmPW8do0us_000100,video/TDmPW8do0us_100000_110000.mp4,audio_wav/TDmPW8do0us_000100.wav,inter_frame/TDmPW8do0us_000100.png
T-TtcJmNBqM,train,playing trumpet,T-TtcJmNBqM_000120,video/T-TtcJmNBqM_120000_130000.mp4,audio_wav/T-TtcJmNBqM_000120.wav,inter_frame/T-TtcJmNBqM_000120.png
rvr3xproz38,train,cap gun shooting,rvr3xproz38_000313,video/rvr3xproz38_313000_323000.mp4,audio_wav/rvr3xproz38_000313.wav,inter_frame/rvr3xproz38_000313.png
N7ruY6EQciI,train,mouse squeaking,N7ruY6EQciI_000014,video/N7ruY6EQciI_14000_24000.mp4,audio_wav/N7ruY6EQciI_000014.wav,inter_frame/N7ruY6EQciI_000014.png
sm6f9sHOANc,train,playing saxophone,sm6f9sHOANc_000090,video/sm6f9sHOANc_90000_100000.mp4,audio_wav/sm6f9sHOANc_000090.wav,inter_frame/sm6f9sHOANc_000090.png
E_fTlSz6MqA,train,people sneezing,E_fTlSz6MqA_000085,video/E_fTlSz6MqA_85000_95000.mp4,audio_wav/E_fTlSz6MqA_000085.wav,inter_frame/E_fTlSz6MqA_000085.png
7yUfi94Ftb0,train,playing hammond organ,7yUfi94Ftb0_000150,video/7yUfi94Ftb0_150000_160000.mp4,audio_wav/7yUfi94Ftb0_000150.wav,inter_frame/7yUfi94Ftb0_000150.png
FlKh9ywfT5k,train,baby babbling,FlKh9ywfT5k_000396,video/FlKh9ywfT5k_396000_406000.mp4,audio_wav/FlKh9ywfT5k_000396.wav,inter_frame/FlKh9ywfT5k_000396.png
N9nAETiwAYM,train,"electric shaver, electric razor shaving",N9nAETiwAYM_000044,video/N9nAETiwAYM_44000_54000.mp4,audio_wav/N9nAETiwAYM_000044.wav,inter_frame/N9nAETiwAYM_000044.png
EXjfwjSdRgs,train,playing bassoon,EXjfwjSdRgs_000039,video/EXjfwjSdRgs_39000_49000.mp4,audio_wav/EXjfwjSdRgs_000039.wav,inter_frame/EXjfwjSdRgs_000039.png
GT-vR4jRrrc,train,swimming,GT-vR4jRrrc_000290,video/GT-vR4jRrrc_290000_300000.mp4,audio_wav/GT-vR4jRrrc_000290.wav,inter_frame/GT-vR4jRrrc_000290.png
0Bvv9FuLDdc,train,canary calling,0Bvv9FuLDdc_000197,video/0Bvv9FuLDdc_197000_207000.mp4,audio_wav/0Bvv9FuLDdc_000197.wav,inter_frame/0Bvv9FuLDdc_000197.png
W3-k1FMJfhA,train,tractor digging,W3-k1FMJfhA_000016,video/W3-k1FMJfhA_16000_26000.mp4,audio_wav/W3-k1FMJfhA_000016.wav,inter_frame/W3-k1FMJfhA_000016.png
1yxsf9OuOFs,train,cow lowing,1yxsf9OuOFs_000005,video/1yxsf9OuOFs_5000_15000.mp4,audio_wav/1yxsf9OuOFs_000005.wav,inter_frame/1yxsf9OuOFs_000005.png
f7IB4-RgSdI,train,waterfall burbling,f7IB4-RgSdI_000450,video/f7IB4-RgSdI_450000_460000.mp4,audio_wav/f7IB4-RgSdI_000450.wav,inter_frame/f7IB4-RgSdI_000450.png
WKjh7kNCI9U,train,people eating noodle,WKjh7kNCI9U_000197,video/WKjh7kNCI9U_197000_207000.mp4,audio_wav/WKjh7kNCI9U_000197.wav,inter_frame/WKjh7kNCI9U_000197.png
TxlWDRbWh2Y,train,cricket chirping,TxlWDRbWh2Y_000042,video/TxlWDRbWh2Y_42000_52000.mp4,audio_wav/TxlWDRbWh2Y_000042.wav,inter_frame/TxlWDRbWh2Y_000042.png
5hxOprt5W2o,train,playing banjo,5hxOprt5W2o_000130,video/5hxOprt5W2o_130000_140000.mp4,audio_wav/5hxOprt5W2o_000130.wav,inter_frame/5hxOprt5W2o_000130.png
Qkiku0BujoI,train,playing bagpipes,Qkiku0BujoI_000050,video/Qkiku0BujoI_50000_60000.mp4,audio_wav/Qkiku0BujoI_000050.wav,inter_frame/Qkiku0BujoI_000050.png
Y5qB_-OFs5E,train,playing harp,Y5qB_-OFs5E_000010,video/Y5qB_-OFs5E_10000_20000.mp4,audio_wav/Y5qB_-OFs5E_000010.wav,inter_frame/Y5qB_-OFs5E_000010.png
2S6UvA1GUUg,train,wind chime,2S6UvA1GUUg_000054,video/2S6UvA1GUUg_54000_64000.mp4,audio_wav/2S6UvA1GUUg_000054.wav,inter_frame/2S6UvA1GUUg_000054.png
SDGLI1ilsqc,train,"vehicle horn, car horn, honking",SDGLI1ilsqc_000000,video/SDGLI1ilsqc_0_10000.mp4,audio_wav/SDGLI1ilsqc_000000.wav,inter_frame/SDGLI1ilsqc_000000.png
IH7-WzwcKKs,train,cap gun shooting,IH7-WzwcKKs_000570,video/IH7-WzwcKKs_570000_580000.mp4,audio_wav/IH7-WzwcKKs_000570.wav,inter_frame/IH7-WzwcKKs_000570.png
t9CtjnvZJe4,train,playing harmonica,t9CtjnvZJe4_000000,video/t9CtjnvZJe4_0_10000.mp4,audio_wav/t9CtjnvZJe4_000000.wav,inter_frame/t9CtjnvZJe4_000000.png
PqBXsbdVPvs,train,splashing water,PqBXsbdVPvs_000040,video/PqBXsbdVPvs_40000_50000.mp4,audio_wav/PqBXsbdVPvs_000040.wav,inter_frame/PqBXsbdVPvs_000040.png
xfyQ6kqmvcA,train,bouncing on trampoline,xfyQ6kqmvcA_000024,video/xfyQ6kqmvcA_24000_34000.mp4,audio_wav/xfyQ6kqmvcA_000024.wav,inter_frame/xfyQ6kqmvcA_000024.png
GBcF0Wdfv20,train,playing piano,GBcF0Wdfv20_000170,video/GBcF0Wdfv20_170000_180000.mp4,audio_wav/GBcF0Wdfv20_000170.wav,inter_frame/GBcF0Wdfv20_000170.png
5Oys03EVrQ4,train,"female speech, woman speaking",5Oys03EVrQ4_000030,video/5Oys03EVrQ4_30000_40000.mp4,audio_wav/5Oys03EVrQ4_000030.wav,inter_frame/5Oys03EVrQ4_000030.png
bZJ6I6s5Is0,train,using sewing machines,bZJ6I6s5Is0_000010,video/bZJ6I6s5Is0_10000_20000.mp4,audio_wav/bZJ6I6s5Is0_000010.wav,inter_frame/bZJ6I6s5Is0_000010.png
IFGCaL0TrSw,train,hail,IFGCaL0TrSw_000468,video/IFGCaL0TrSw_468000_478000.mp4,audio_wav/IFGCaL0TrSw_000468.wav,inter_frame/IFGCaL0TrSw_000468.png
Uoz7f8-wRRc,train,striking pool,Uoz7f8-wRRc_000221,video/Uoz7f8-wRRc_221000_231000.mp4,audio_wav/Uoz7f8-wRRc_000221.wav,inter_frame/Uoz7f8-wRRc_000221.png
zWXiq2MDWTY,train,ocean burbling,zWXiq2MDWTY_000030,video/zWXiq2MDWTY_30000_40000.mp4,audio_wav/zWXiq2MDWTY_000030.wav,inter_frame/zWXiq2MDWTY_000030.png
PkYZfCJEwTA,train,"railroad car, train wagon",PkYZfCJEwTA_000190,video/PkYZfCJEwTA_190000_200000.mp4,audio_wav/PkYZfCJEwTA_000190.wav,inter_frame/PkYZfCJEwTA_000190.png
rwHE9tuM_SU,train,driving motorcycle,rwHE9tuM_SU_000290,video/rwHE9tuM_SU_290000_300000.mp4,audio_wav/rwHE9tuM_SU_000290.wav,inter_frame/rwHE9tuM_SU_000290.png
ZBpnQy-NsTk,train,playing banjo,ZBpnQy-NsTk_000100,video/ZBpnQy-NsTk_100000_110000.mp4,audio_wav/ZBpnQy-NsTk_000100.wav,inter_frame/ZBpnQy-NsTk_000100.png
xSkDG9NTwaE,train,skiing,xSkDG9NTwaE_000086,video/xSkDG9NTwaE_86000_96000.mp4,audio_wav/xSkDG9NTwaE_000086.wav,inter_frame/xSkDG9NTwaE_000086.png
6qkgN0lH0cs,train,playing piano,6qkgN0lH0cs_000220,video/6qkgN0lH0cs_220000_230000.mp4,audio_wav/6qkgN0lH0cs_000220.wav,inter_frame/6qkgN0lH0cs_000220.png
lRIcaC9Vy_s,train,rope skipping,lRIcaC9Vy_s_000011,video/lRIcaC9Vy_s_11000_21000.mp4,audio_wav/lRIcaC9Vy_s_000011.wav,inter_frame/lRIcaC9Vy_s_000011.png
t1Jze9lTzjk,train,planing timber,t1Jze9lTzjk_000175,video/t1Jze9lTzjk_175000_185000.mp4,audio_wav/t1Jze9lTzjk_000175.wav,inter_frame/t1Jze9lTzjk_000175.png
-nQ9wdUTE08,train,playing bass guitar,-nQ9wdUTE08_000030,video/-nQ9wdUTE08_30000_40000.mp4,audio_wav/-nQ9wdUTE08_000030.wav,inter_frame/-nQ9wdUTE08_000030.png
w_H2TKC6y4Q,train,sharpen knife,w_H2TKC6y4Q_000084,video/w_H2TKC6y4Q_84000_94000.mp4,audio_wav/w_H2TKC6y4Q_000084.wav,inter_frame/w_H2TKC6y4Q_000084.png
C4FP88O-VkI,train,snake hissing,C4FP88O-VkI_000032,video/C4FP88O-VkI_32000_42000.mp4,audio_wav/C4FP88O-VkI_000032.wav,inter_frame/C4FP88O-VkI_000032.png
TJZrLfZgfSo,train,crow cawing,TJZrLfZgfSo_000010,video/TJZrLfZgfSo_10000_20000.mp4,audio_wav/TJZrLfZgfSo_000010.wav,inter_frame/TJZrLfZgfSo_000010.png
W14sdH9QQ8A,train,dinosaurs bellowing,W14sdH9QQ8A_000137,video/W14sdH9QQ8A_137000_147000.mp4,audio_wav/W14sdH9QQ8A_000137.wav,inter_frame/W14sdH9QQ8A_000137.png
4Iq0UsC_cqY,train,playing banjo,4Iq0UsC_cqY_000060,video/4Iq0UsC_cqY_60000_70000.mp4,audio_wav/4Iq0UsC_cqY_000060.wav,inter_frame/4Iq0UsC_cqY_000060.png
zQ0m-8ToD_I,train,wind noise,zQ0m-8ToD_I_000008,video/zQ0m-8ToD_I_8000_18000.mp4,audio_wav/zQ0m-8ToD_I_000008.wav,inter_frame/zQ0m-8ToD_I_000008.png
IwW1yJ1ghew,train,whale calling,IwW1yJ1ghew_000018,video/IwW1yJ1ghew_18000_28000.mp4,audio_wav/IwW1yJ1ghew_000018.wav,inter_frame/IwW1yJ1ghew_000018.png
XZ-INhP0_Ms,train,dog baying,XZ-INhP0_Ms_000054,video/XZ-INhP0_Ms_54000_64000.mp4,audio_wav/XZ-INhP0_Ms_000054.wav,inter_frame/XZ-INhP0_Ms_000054.png
Y3fccNRSinQ,train,singing choir,Y3fccNRSinQ_000080,video/Y3fccNRSinQ_80000_90000.mp4,audio_wav/Y3fccNRSinQ_000080.wav,inter_frame/Y3fccNRSinQ_000080.png
c95AoVgjlws,train,stream burbling,c95AoVgjlws_000622,video/c95AoVgjlws_622000_632000.mp4,audio_wav/c95AoVgjlws_000622.wav,inter_frame/c95AoVgjlws_000622.png
IiMWHiZ2lmk,train,lawn mowing,IiMWHiZ2lmk_000030,video/IiMWHiZ2lmk_30000_40000.mp4,audio_wav/IiMWHiZ2lmk_000030.wav,inter_frame/IiMWHiZ2lmk_000030.png
yC1ZfpQ5yW8,train,lawn mowing,yC1ZfpQ5yW8_000040,video/yC1ZfpQ5yW8_40000_50000.mp4,audio_wav/yC1ZfpQ5yW8_000040.wav,inter_frame/yC1ZfpQ5yW8_000040.png
T0xyKiEIGIE,train,playing squash,T0xyKiEIGIE_000004,video/T0xyKiEIGIE_4000_14000.mp4,audio_wav/T0xyKiEIGIE_000004.wav,inter_frame/T0xyKiEIGIE_000004.png
C97fmNgVHSQ,train,stream burbling,C97fmNgVHSQ_000340,video/C97fmNgVHSQ_340000_350000.mp4,audio_wav/C97fmNgVHSQ_000340.wav,inter_frame/C97fmNgVHSQ_000340.png
cbyh4A9EfG0,train,playing saxophone,cbyh4A9EfG0_000001,video/cbyh4A9EfG0_1000_11000.mp4,audio_wav/cbyh4A9EfG0_000001.wav,inter_frame/cbyh4A9EfG0_000001.png
Z-MNp0-g0zQ,train,wood thrush calling,Z-MNp0-g0zQ_000010,video/Z-MNp0-g0zQ_10000_20000.mp4,audio_wav/Z-MNp0-g0zQ_000010.wav,inter_frame/Z-MNp0-g0zQ_000010.png
BspRb5sspsY,train,dinosaurs bellowing,BspRb5sspsY_000078,video/BspRb5sspsY_78000_88000.mp4,audio_wav/BspRb5sspsY_000078.wav,inter_frame/BspRb5sspsY_000078.png
nI3p3N3L1bg,train,playing hockey,nI3p3N3L1bg_000178,video/nI3p3N3L1bg_178000_188000.mp4,audio_wav/nI3p3N3L1bg_000178.wav,inter_frame/nI3p3N3L1bg_000178.png
FX-nTuclDrQ,train,dog baying,FX-nTuclDrQ_000008,video/FX-nTuclDrQ_8000_18000.mp4,audio_wav/FX-nTuclDrQ_000008.wav,inter_frame/FX-nTuclDrQ_000008.png
qlyMl7FRoNk,train,tapping guitar,qlyMl7FRoNk_000184,video/qlyMl7FRoNk_184000_194000.mp4,audio_wav/qlyMl7FRoNk_000184.wav,inter_frame/qlyMl7FRoNk_000184.png
UoqSnhk3QdE,train,wind chime,UoqSnhk3QdE_000757,video/UoqSnhk3QdE_757000_767000.mp4,audio_wav/UoqSnhk3QdE_000757.wav,inter_frame/UoqSnhk3QdE_000757.png
PZfmRgFwuqo,train,playing tabla,PZfmRgFwuqo_000005,video/PZfmRgFwuqo_5000_15000.mp4,audio_wav/PZfmRgFwuqo_000005.wav,inter_frame/PZfmRgFwuqo_000005.png
TnHbKS8Dh_w,train,"child speech, kid speaking",TnHbKS8Dh_w_000010,video/TnHbKS8Dh_w_10000_20000.mp4,audio_wav/TnHbKS8Dh_w_000010.wav,inter_frame/TnHbKS8Dh_w_000010.png
iAKpyvG_6So,train,police car (siren),iAKpyvG_6So_000010,video/iAKpyvG_6So_10000_20000.mp4,audio_wav/iAKpyvG_6So_000010.wav,inter_frame/iAKpyvG_6So_000010.png
7bdDCI8Q3mY,train,playing cornet,7bdDCI8Q3mY_000208,video/7bdDCI8Q3mY_208000_218000.mp4,audio_wav/7bdDCI8Q3mY_000208.wav,inter_frame/7bdDCI8Q3mY_000208.png
SaU5hTHwcF8,train,rope skipping,SaU5hTHwcF8_000532,video/SaU5hTHwcF8_532000_542000.mp4,audio_wav/SaU5hTHwcF8_000532.wav,inter_frame/SaU5hTHwcF8_000532.png
3DBebXDpCus,train,train horning,3DBebXDpCus_000015,video/3DBebXDpCus_15000_25000.mp4,audio_wav/3DBebXDpCus_000015.wav,inter_frame/3DBebXDpCus_000015.png
HPSV1Spyuf4,train,playing erhu,HPSV1Spyuf4_000178,video/HPSV1Spyuf4_178000_188000.mp4,audio_wav/HPSV1Spyuf4_000178.wav,inter_frame/HPSV1Spyuf4_000178.png
nJyCHiB0Iac,train,people marching,nJyCHiB0Iac_000570,video/nJyCHiB0Iac_570000_580000.mp4,audio_wav/nJyCHiB0Iac_000570.wav,inter_frame/nJyCHiB0Iac_000570.png
VT8JJDOfWkg,train,"playing steel guitar, slide guitar",VT8JJDOfWkg_000186,video/VT8JJDOfWkg_186000_196000.mp4,audio_wav/VT8JJDOfWkg_000186.wav,inter_frame/VT8JJDOfWkg_000186.png
ILrDsnIyj6M,train,crow cawing,ILrDsnIyj6M_000030,video/ILrDsnIyj6M_30000_40000.mp4,audio_wav/ILrDsnIyj6M_000030.wav,inter_frame/ILrDsnIyj6M_000030.png
gzxZ4EU1Zq8,train,"bee, wasp, etc. buzzing",gzxZ4EU1Zq8_000290,video/gzxZ4EU1Zq8_290000_300000.mp4,audio_wav/gzxZ4EU1Zq8_000290.wav,inter_frame/gzxZ4EU1Zq8_000290.png
tptRRiuT6B8,train,chainsawing trees,tptRRiuT6B8_000080,video/tptRRiuT6B8_80000_90000.mp4,audio_wav/tptRRiuT6B8_000080.wav,inter_frame/tptRRiuT6B8_000080.png
9clTwVu3bNE,train,baltimore oriole calling,9clTwVu3bNE_000037,video/9clTwVu3bNE_37000_47000.mp4,audio_wav/9clTwVu3bNE_000037.wav,inter_frame/9clTwVu3bNE_000037.png
1LTnydTiaQI,train,"cattle, bovinae cowbell",1LTnydTiaQI_000032,video/1LTnydTiaQI_32000_42000.mp4,audio_wav/1LTnydTiaQI_000032.wav,inter_frame/1LTnydTiaQI_000032.png
j5-sibj3dI0,train,typing on typewriter,j5-sibj3dI0_000236,video/j5-sibj3dI0_236000_246000.mp4,audio_wav/j5-sibj3dI0_000236.wav,inter_frame/j5-sibj3dI0_000236.png
TEXYY_pExIs,train,ambulance siren,TEXYY_pExIs_000025,video/TEXYY_pExIs_25000_35000.mp4,audio_wav/TEXYY_pExIs_000025.wav,inter_frame/TEXYY_pExIs_000025.png
p3EajAVSW7g,train,singing bowl,p3EajAVSW7g_000085,video/p3EajAVSW7g_85000_95000.mp4,audio_wav/p3EajAVSW7g_000085.wav,inter_frame/p3EajAVSW7g_000085.png
4Cgz_2jIePs,train,people crowd,4Cgz_2jIePs_000030,video/4Cgz_2jIePs_30000_40000.mp4,audio_wav/4Cgz_2jIePs_000030.wav,inter_frame/4Cgz_2jIePs_000030.png
t_4vYpk9JNY,train,playing bass guitar,t_4vYpk9JNY_000390,video/t_4vYpk9JNY_390000_400000.mp4,audio_wav/t_4vYpk9JNY_000390.wav,inter_frame/t_4vYpk9JNY_000390.png
UUZK_zS9mu4,train,playing harp,UUZK_zS9mu4_000060,video/UUZK_zS9mu4_60000_70000.mp4,audio_wav/UUZK_zS9mu4_000060.wav,inter_frame/UUZK_zS9mu4_000060.png
Rj4gBVEl6r4,train,ocean burbling,Rj4gBVEl6r4_000030,video/Rj4gBVEl6r4_30000_40000.mp4,audio_wav/Rj4gBVEl6r4_000030.wav,inter_frame/Rj4gBVEl6r4_000030.png
uJrx4el8zOE,train,fireworks banging,uJrx4el8zOE_000030,video/uJrx4el8zOE_30000_40000.mp4,audio_wav/uJrx4el8zOE_000030.wav,inter_frame/uJrx4el8zOE_000030.png
